basin_id,mean_discharge,median_discharge,discharge_coverage,area,mean_discharge_area_ratio,median_discharge_area_ratio
02FE003,1.0298643208263332,0.362,1.0,73.80915479432757,0.013953070234933525,0.004904540649581055
02FE004,27.875871924746747,12.3,0.17198680853711654,1791.1786451006228,0.015562865268070884,0.006866986737277133
02FE005,7.917022400597349,4.03,1.0,530.5723419764424,0.014921664350436245,0.007595571199561196
02FE007,5.266008151328481,2.92,1.0,333.9345709243641,0.01576958065992283,0.008744227924401925
02FE008,19.560033663119903,5.07,1.0,645.0445414458223,0.03032353954856738,0.007859922337511684
02FE009,6.231885072490822,2.26,1.0,371.2542316391243,0.016786031084350016,0.006087472700369973
02FE010,3.04296004974351,0.803,0.4002862298550184,204.4042941366848,0.014886967334006632,0.0039284888969261834
02FE011,3.1907993612078975,0.8745,0.9643457158857569,114.10715347348064,0.02796318428843695,0.007663849052226515
02FE013,10.356562069905296,3.01,0.9132599091531329,416.5264670601603,0.024864115221781245,0.00722643154286101
02FE014,1.2961834640705983,0.7282279909706546,0.8884325804243669,74.36774625892895,0.017429376702604756,0.009792255750700796
02FE015,39.1830417742314,20.0,0.7954078775434011,2539.8398456431923,0.015427367139485377,0.007874512258837002
02FE016,3.226732506845148,0.925,0.40905979715014623,179.70910991416469,0.01795530848929332,0.005147207063914635
02FE017,1.2922772979642196,0.82,0.40345964781283056,79.29449208729744,0.01629718866906313,0.010341197457917253
02FE018,0.9604075342465753,0.663,0.04542343351378259,55.52644189239635,0.01729639972443635,0.01194025724329348
02FF001,,,0.0,1023.6916001764176,,
02FF002,11.291279820795221,4.32,1.0,866.2936509500009,0.013034009666829372,0.004986761700564897
02FF003,,,0.0,135.26787443712288,,
02FF004,0.6809766837454518,0.169,0.8379690125070002,42.49127341646997,0.016026271490406772,0.003977287250103787
02FF005,,,0.0,16.132561234607074,,
02FF006,,,0.0,28.64710663465841,,
02FF007,6.662786136519196,2.41,1.0,458.4843049261712,0.014532201135199362,0.005256450382501267
02FF008,1.5125476410425602,0.411,0.9430029245224317,112.47585509734506,0.013447754095610012,0.0036541175850078197
02FF009,1.6337003131524008,0.629,0.894157177524734,114.23466075187524,0.014301266379220044,0.005506209725314692
02FF011,0.2527767283474685,0.078,0.48422624603322756,14.696358535703848,0.01719995655613354,0.0053074372002087505
02FF012,0.8818944333996024,0.158,0.1564930620372099,97.8062311895541,0.009016751005265097,0.0016154389968650047
02FF013,1.971407541640962,0.561,0.40345964781283056,148.06652150115391,0.013314336837619288,0.0037888375732229793
02FF014,0.265350167325829,0.122,0.40905979715014623,17.33099596458794,0.015310728123646984,0.0070394107903134955
02FF015,0.3408784632731959,0.22,0.3862858565117292,21.69743158172327,0.0157105444480504,0.010139448956037543
02FF016,1.4896727438468549,0.417,0.06825959803372535,69.37070927530579,0.021474088407182262,0.006011182592138227
02GA001,,,0.0,762.339367231994,,
02GA002,,,0.0,1420.6191315040112,,
02GA003,41.77005413477693,24.0,1.0,3510.685175696538,0.011897977757714926,0.006836272351091201
02GA004,,,0.0,3566.4529699266004,,
02GA005,2.709876388032079,1.01,0.40345964781283056,195.6688898541699,0.013849296073850693,0.005161781214953196
02GA006,10.329055619930473,4.99,0.48329288781034163,775.9348835672207,0.01331175571388736,0.006430952011152502
02GA007,,,0.0,184.14168804757125,,
02GA008,,,0.0,698.1773446559552,,
02GA009,,,0.0,105.14934854693728,,
02GA010,12.326194698525295,6.58,1.0,1033.5417722944758,0.011926169825880368,0.006366457724676495
02GA011,,,0.0,561.7885321725333,,
02GA012,,,0.0,236.48929409140996,,
02GA013,,,0.0,818.803932137825,,
02GA014,8.415910459834485,3.06,1.0,662.7172514707108,0.012699096697962497,0.004617353770720783
02GA015,5.812460021156119,3.68,1.0,564.1195215440571,0.010303596665555515,0.0065234402630269485
02GA016,10.479971128118972,5.29,1.0,784.3915646826206,0.013360637212307814,0.006744080683912546
02GA017,,,0.0,328.9692708436885,,
02GA018,6.308970972559268,2.07,1.0,540.6963438184711,0.011668233093651897,0.0038283965180555476
02GA020,,,0.0,279.31406198970006,,
02GA022,,,0.0,650.7239365543509,,
02GA023,1.412972909011646,0.712,0.9991288656586398,113.34132034728783,0.012466529458825537,0.006281910232017494
02GA024,0.8643505693485162,0.419,1.0,58.38236325237171,0.014804994542823736,0.0071768249289391114
02GA027,,,0.0,741.4047369309878,,
02GA028,7.468208738469209,3.89,0.9983199551988053,570.8301972705902,0.013083065286626838,0.006814635978614891
02GA029,2.4933005413477694,1.63,1.0,233.4200714238469,0.010681603026418431,0.00698311841846808
02GA030,0.2078141377589219,0.097,0.9973243730943936,47.63590715965013,0.004362552329746547,0.0020362790546825903
02GA031,0.5460591126874494,0.401,1.0,42.38625719754551,0.012882928307221956,0.009460613569419405
02GA033,0.8410937802516941,0.46,0.2571090784643146,66.45370673814999,0.012656837692529135,0.006922111987109389
02GA034,17.76264746227709,8.22,0.997946611909651,1156.7711796471187,0.01535536826539516,0.007105986166172959
